"","uniqueid","island","site","transect","top_color","bowl_color","order","count","dateout","datecoll","duration","order_abbrev"
"634","Guam_Anao_L3","guam","anao","L3","b","w","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"635","Guam_Nblas_L1","guam","nblas","L1","r","b","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"636","Guam_Nblas_L1","guam","nblas","L1","b","r","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"637","Guam_Nblas_L1","guam","nblas","L1","b","b","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"638","Guam_Nblas_L1","guam","nblas","L1","b","b","trichoptera",1,2018-01-12,2018-01-15,3,"trchp"
"639","Guam_Nblas_L1","guam","nblas","L1","b","y","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"640","Guam_Nblas_L1","guam","nblas","L1","y","r","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"641","Guam_Nblas_L1","guam","nblas","L1","y","y","hemiptera",1,2018-01-12,2018-01-15,3,"hmptr"
"642","Guam_Nblas_L1","guam","nblas","L1","y","w","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"643","Guam_Nblas_L1","guam","nblas","L1","w","b","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"644","Guam_Nblas_L1","guam","nblas","L1","w","y","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"645","Guam_Nblas_L2","guam","nblas","L2","r","y","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"646","Guam_Nblas_L2","guam","nblas","L2","r","w","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"647","Guam_Nblas_L2","guam","nblas","L2","r","w","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"648","Guam_Nblas_L2","guam","nblas","L2","r","w","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"649","Guam_Nblas_L2","guam","nblas","L2","r","b","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"650","Guam_Nblas_L2","guam","nblas","L2","w","b","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"651","Guam_Nblas_L2","guam","nblas","L2","w","r","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"652","Guam_Nblas_L2","guam","nblas","L2","w","r","apoidea",1,2018-01-12,2018-01-15,3,"apoid"
"653","Guam_Nblas_L2","guam","nblas","L2","w","r","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"654","Guam_Nblas_L2","guam","nblas","L2","b","w","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"655","Guam_Nblas_L2","guam","nblas","L2","b","w","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"656","Guam_Nblas_L2","guam","nblas","L2","b","w","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"657","Guam_Nblas_L2","guam","nblas","L2","b","r","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"658","Guam_Nblas_L2","guam","nblas","L2","b","b","partial",1,2018-01-12,2018-01-15,3,"partl"
"659","Guam_Nblas_L3","guam","nblas","L3","r","r","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"660","Guam_Nblas_L3","guam","nblas","L3","r","r","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"661","Guam_Nblas_L3","guam","nblas","L3","r","r","apoidea",1,2018-01-12,2018-01-15,3,"apoid"
"662","Guam_Nblas_L3","guam","nblas","L3","r","r","partial",1,2018-01-12,2018-01-15,3,"partl"
"663","Guam_Nblas_L3","guam","nblas","L3","r","w","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"664","Guam_Nblas_L3","guam","nblas","L3","r","b","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"665","Guam_Nblas_L3","guam","nblas","L3","r","b","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"666","Guam_Nblas_L3","guam","nblas","L3","r","y","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"667","Guam_Nblas_L3","guam","nblas","L3","r","y","partial",1,2018-01-12,2018-01-15,3,"partl"
"668","Guam_Nblas_L3","guam","nblas","L3","w","b","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"669","Guam_Nblas_L3","guam","nblas","L3","y","r","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"670","Guam_Nblas_L3","guam","nblas","L3","y","w","partial",1,2018-01-12,2018-01-15,3,"partl"
"671","Guam_Nblas_L3","guam","nblas","L3","y","b","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"672","Guam_Nblas_L3","guam","nblas","L3","y","y","hemiptera",1,2018-01-12,2018-01-15,3,"hmptr"
"673","Guam_Nblas_L3","guam","nblas","L3","y","y","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"674","Guam_Nblas_L3","guam","nblas","L3","y","y","araneae",1,2018-01-12,2018-01-15,3,"arane"
"675","Guam_Nblas_L3","guam","nblas","L3","b","w","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"676","Guam_Racetrack_L1","guam","race","L1","y","y","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"677","Guam_Racetrack_L1","guam","race","L1","y","y","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"678","Guam_Racetrack_L1","guam","race","L1","w","b","araneae",1,2018-01-12,2018-01-15,3,"arane"
"679","Guam_Racetrack_L1","guam","race","L1","r","y","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"680","Guam_Racetrack_L1","guam","race","L1","r","y","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"681","Guam_Racetrack_L1","guam","race","L1","r","y","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"682","Guam_Racetrack_L1","guam","race","L1","y","r","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"683","Guam_Racetrack_L1","guam","race","L1","b","r","araneae",1,2018-01-12,2018-01-15,3,"arane"
"684","Guam_Racetrack_L1","guam","race","L1","y","w","araneae",1,2018-01-12,2018-01-15,3,"arane"
"685","Guam_Racetrack_L1","guam","race","L1","y","b","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"686","Guam_Racetrack_L1","guam","race","L1","y","b","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"687","Guam_Racetrack_L1","guam","race","L1","y","b","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"688","Guam_Racetrack_L1","guam","race","L1","y","b","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"689","Guam_Racetrack_L1","guam","race","L1","y","b","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"690","Guam_Racetrack_L2","guam","race","L2","b","b","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"691","Guam_Racetrack_L2","guam","race","L2","b","w","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"692","Guam_Racetrack_L2","guam","race","L2","y","y","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"693","Guam_Racetrack_L2","guam","race","L2","y","y","araneae",1,2018-01-12,2018-01-15,3,"arane"
"694","Guam_Racetrack_L2","guam","race","L2","y","r","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"695","Guam_Racetrack_L2","guam","race","L2","y","r","araneae",1,2018-01-12,2018-01-15,3,"arane"
"696","Guam_Racetrack_L2","guam","race","L2","y","r","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"697","Guam_Racetrack_L2","guam","race","L2","y","w","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"698","Guam_Racetrack_L2","guam","race","L2","y","w","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"699","Guam_Racetrack_L2","guam","race","L2","y","b","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"700","Guam_Racetrack_L2","guam","race","L2","w","r","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"701","Guam_Racetrack_L2","guam","race","L2","w","r","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"702","Guam_Racetrack_L2","guam","race","L2","w","w","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"703","Guam_Racetrack_L2","guam","race","L2","w","b","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"704","Guam_Racetrack_L2","guam","race","L2","w","b","araneae",1,2018-01-12,2018-01-15,3,"arane"
"705","Guam_Racetrack_L2","guam","race","L2","w","y","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"706","Guam_Racetrack_L2","guam","race","L2","w","y","apoidea",1,2018-01-12,2018-01-15,3,"apoid"
"707","Guam_Racetrack_L2","guam","race","L2","w","y","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"708","Guam_Racetrack_L2","guam","race","L2","w","y","araneae",1,2018-01-12,2018-01-15,3,"arane"
"709","Guam_Racetrack_L2","guam","race","L2","r","y","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"710","Guam_Racetrack_L2","guam","race","L2","r","y","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"711","Guam_Racetrack_L2","guam","race","L2","r","b","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"712","Guam_Racetrack_L3","guam","race","L3","r","r","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"713","Guam_Racetrack_L3","guam","race","L3","r","y","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"714","Guam_Racetrack_L3","guam","race","L3","r","y","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"715","Guam_Racetrack_L3","guam","race","L3","y","r","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"716","Guam_Racetrack_L3","guam","race","L3","y","w","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"717","Guam_Racetrack_L3","guam","race","L3","y","b","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"718","Guam_Racetrack_L3","guam","race","L3","y","y","other",1,2018-01-12,2018-01-15,3,"other"
"719","Guam_Racetrack_L3","guam","race","L3","w","b","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"720","Guam_Racetrack_L3","guam","race","L3","w","y","trichoptera",1,2018-01-12,2018-01-15,3,"trchp"
"721","Guam_Racetrack_L3","guam","race","L3","b","b","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"722","Guam_Racetrack_L3","guam","race","L3","b","b","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"723","Guam_Racetrack_L3","guam","race","L3","b","b","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"724","Guam_Racetrack_L3","guam","race","L3","b","b","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"725","Guam_Racetrack_L3","guam","race","L3","b","w","apoidea",1,2018-01-12,2018-01-15,3,"apoid"
"726","Guam_Racetrack_L3","guam","race","L3","b","w","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"727","Guam_Racetrack_L3","guam","race","L3","b","w","araneae",1,2018-01-12,2018-01-15,3,"arane"
"728","Guam_Racetrack_L3","guam","race","L3","b","y","apoidea",1,2018-01-12,2018-01-15,3,"apoid"
"729","Guam_Racetrack_L3","guam","race","L3","b","y","trichoptera",1,2018-01-12,2018-01-15,3,"trchp"
"730","Guam_Racetrack_L3","guam","race","L3","w","r","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"731","Guam_Racetrack_L3","guam","race","L3","w","r","other",1,2018-01-12,2018-01-15,3,"other"
"732","Guam_Racetrack_L3","guam","race","L3","r","b","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"733","Guam_Racetrack_L3","guam","race","L3","r","b","araneae",1,2018-01-12,2018-01-15,3,"arane"
"734","Guam_Racetrack_L3","guam","race","L3","r","b","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"735","Guam_Racetrack_L3","guam","race","L3","r","b","trichoptera",1,2018-01-12,2018-01-15,3,"trchp"
"736","Guam_Riti_L1","guam","riti","L1","w","b","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"737","Guam_Riti_L1","guam","riti","L1","w","y","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"738","Guam_Riti_L1","guam","riti","L1","w","y","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"739","Guam_Riti_L1","guam","riti","L1","y","y","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"740","Guam_Riti_L1","guam","riti","L1","y","y","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"741","Guam_Riti_L1","guam","riti","L1","y","y","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"742","Guam_Riti_L1","guam","riti","L1","y","y","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"743","Guam_Riti_L1","guam","riti","L1","r","b","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"744","Guam_Riti_L1","guam","riti","L1","r","b","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"745","Guam_Riti_L1","guam","riti","L1","r","y","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"746","Guam_Riti_L1","guam","riti","L1","r","y","partial",1,2018-01-12,2018-01-15,3,"partl"
"747","Guam_Riti_L1","guam","riti","L1","y","w","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"748","Guam_Riti_L1","guam","riti","L1","y","w","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"749","Guam_Riti_L1","guam","riti","L1","y","w","apoidea",1,2018-01-12,2018-01-15,3,"apoid"
"750","Guam_Riti_L1","guam","riti","L1","w","r","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"751","Guam_Riti_L1","guam","riti","L1","w","r","partial",1,2018-01-12,2018-01-15,3,"partl"
"752","Guam_Riti_L1","guam","riti","L1","b","r","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"753","Guam_Riti_L2","guam","riti","L2","w","r","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"754","Guam_Riti_L2","guam","riti","L2","w","r","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"755","Guam_Riti_L2","guam","riti","L2","w","w","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"756","Guam_Riti_L2","guam","riti","L2","w","b","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"757","Guam_Riti_L2","guam","riti","L2","b","w","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"758","Guam_Riti_L2","guam","riti","L2","b","w","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"759","Guam_Riti_L2","guam","riti","L2","w","y","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"760","Guam_Riti_L2","guam","riti","L2","b","b","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"761","Guam_Riti_L2","guam","riti","L2","y","b","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"762","Guam_Riti_L2","guam","riti","L2","y","b","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"763","Guam_Riti_L2","guam","riti","L2","r","w","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"764","Guam_Riti_L2","guam","riti","L2","r","b","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"765","Guam_Riti_L2","guam","riti","L2","r","b","partial",1,2018-01-12,2018-01-15,3,"partl"
"766","Guam_Riti_L3","guam","riti","L3","b","r","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"767","Guam_Riti_L3","guam","riti","L3","b","r","partial",1,2018-01-12,2018-01-15,3,"partl"
"768","Guam_Riti_L3","guam","riti","L3","b","y","hemiptera",1,2018-01-12,2018-01-15,3,"hmptr"
"769","Guam_Riti_L3","guam","riti","L3","b","y","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"770","Guam_Riti_L3","guam","riti","L3","b","y","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"771","Guam_Riti_L3","guam","riti","L3","b","y","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"772","Guam_Riti_L3","guam","riti","L3","r","w","partial",1,2018-01-12,2018-01-15,3,"partl"
"773","Guam_Riti_L3","guam","riti","L3","b","b","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"774","Guam_Riti_L3","guam","riti","L3","r","b","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"775","Guam_Riti_L3","guam","riti","L3","w","r","apoidea",1,2018-01-12,2018-01-15,3,"apoid"
"776","Guam_Riti_L3","guam","riti","L3","w","r","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"777","Guam_Riti_L3","guam","riti","L3","w","b","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"778","Guam_Riti_L3","guam","riti","L3","y","y","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"779","Guam_Riti_L3","guam","riti","L3","w","w","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"780","Guam_Riti_L3","guam","riti","L3","w","y","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"781","Guam_Sblas_L1","guam","sblas","L1","y","y","other",1,2018-01-12,2018-01-15,3,"other"
"782","Guam_Sblas_L1","guam","sblas","L1","b","b","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"783","Guam_Sblas_L1","guam","sblas","L1","b","w","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"784","Guam_Sblas_L1","guam","sblas","L1","b","r","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"785","Guam_Sblas_L1","guam","sblas","L1","b","r","araneae",1,2018-01-12,2018-01-15,3,"arane"
"786","Guam_Sblas_L1","guam","sblas","L1","w","b","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"787","Guam_Sblas_L1","guam","sblas","L1","w","r","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"788","Guam_Sblas_L1","guam","sblas","L1","y","b","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"789","Guam_Sblas_L1","guam","sblas","L1","y","b","araneae",1,2018-01-12,2018-01-15,3,"arane"
"790","Guam_Sblas_L1","guam","sblas","L1","y","r","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"791","Guam_Sblas_L1","guam","sblas","L1","y","r","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"792","Guam_Sblas_L1","guam","sblas","L1","y","r","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"793","Guam_Sblas_L2","guam","sblas","L2","b","w","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"794","Guam_Sblas_L2","guam","sblas","L2","b","b","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"795","Guam_Sblas_L2","guam","sblas","L2","b","r","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"796","Guam_Sblas_L2","guam","sblas","L2","y","b","isoptera",1,2018-01-12,2018-01-15,3,"isptr"
"797","Guam_Sblas_L3","guam","sblas","L3","r","y","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"798","Guam_Sblas_L3","guam","sblas","L3","r","r","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"799","Guam_Sblas_L3","guam","sblas","L3","r","w","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"800","Guam_Sblas_L3","guam","sblas","L3","r","w","other",1,2018-01-12,2018-01-15,3,"other"
"801","Guam_Sblas_L3","guam","sblas","L3","w","r","diptera",1,2018-01-12,2018-01-15,3,"diptr"
"802","Guam_Sblas_L3","guam","sblas","L3","w","r","hemiptera",1,2018-01-12,2018-01-15,3,"hmptr"
"803","Guam_Sblas_L3","guam","sblas","L3","w","r","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"804","Guam_Sblas_L3","guam","sblas","L3","w","b","formicidae",1,2018-01-12,2018-01-15,3,"frmcd"
"805","Guam_Sblas_L3","guam","sblas","L3","w","b","crabronidae",1,2018-01-12,2018-01-15,3,"crbrn"
"806","Guam_Sblas_L3","guam","sblas","L3","w","b","lepidoptera",1,2018-01-12,2018-01-15,3,"lpdpt"
"807","Guam_Sblas_L3","guam","sblas","L3","w","y","coleoptera",1,2018-01-12,2018-01-15,3,"clptr"
"808","Guam_Sblas_L3","guam","sblas","L3","w","y","apoidea",1,2018-01-12,2018-01-15,3,"apoid"
"809","Saipan_ForbiA_L1","saipan","forbia","L1","b","w","diptera",1,2018-01-17,2018-01-20,3,"diptr"
"810","Saipan_ForbiA_L1","saipan","forbia","L1","b","w","apoidea",1,2018-01-17,2018-01-20,3,"apoid"
"811","Saipan_ForbiA_L1","saipan","forbia","L1","b","w","crabronidae",1,2018-01-17,2018-01-20,3,"crbrn"
"812","Saipan_ForbiA_L1","saipan","forbia","L1","b","w","lepidoptera",1,2018-01-17,2018-01-20,3,"lpdpt"
"813","Saipan_ForbiA_L1","saipan","forbia","L1","y","y","diptera",1,2018-01-17,2018-01-20,3,"diptr"
"814","Saipan_ForbiA_L1","saipan","forbia","L1","y","r","hemiptera",1,2018-01-17,2018-01-20,3,"hmptr"
"815","Saipan_ForbiA_L1","saipan","forbia","L1","r","r","coleoptera",1,2018-01-17,2018-01-20,3,"clptr"
"816","Saipan_ForbiA_L1","saipan","forbia","L1","r","r","apoidea",1,2018-01-17,2018-01-20,3,"apoid"
"817","Saipan_ForbiA_L1","saipan","forbia","L1","r","r","crabronidae",1,2018-01-17,2018-01-20,3,"crbrn"
"818","Saipan_ForbiA_L1","saipan","forbia","L1","r","w","coleoptera",1,2018-01-17,2018-01-20,3,"clptr"
"819","Saipan_ForbiA_L1","saipan","forbia","L1","r","w","formicidae",1,2018-01-17,2018-01-20,3,"frmcd"
"820","Saipan_ForbiA_L1","saipan","forbia","L1","w","r","apoidea",1,2018-01-17,2018-01-20,3,"apoid"
"821","Saipan_ForbiA_L1","saipan","forbia","L1","b","b","lepidoptera",1,2018-01-17,2018-01-20,3,"lpdpt"
"822","Saipan_ForbiA_L1","saipan","forbia","L1","b","r","araneae",1,2018-01-17,2018-01-20,3,"arane"
"823","Saipan_ForbiA_L1","saipan","forbia","L1","w","w","hemiptera",1,2018-01-17,2018-01-20,3,"hmptr"
"824","Saipan_ForbiA_L1","saipan","forbia","L1","w","w","apoidea",1,2018-01-17,2018-01-20,3,"apoid"
"825","Saipan_ForbiA_L1","saipan","forbia","L1","w","w","trichoptera",1,2018-01-17,2018-01-20,3,"trchp"
"826","Saipan_ForbiA_L1","saipan","forbia","L1","y","b","lepidoptera",1,2018-01-17,2018-01-20,3,"lpdpt"
"827","Saipan_ForbiA_L1","saipan","forbia","L1","y","b","trichoptera",1,2018-01-17,2018-01-20,3,"trchp"
"828","Saipan_ForbiA_L1","saipan","forbia","L1","w","b","hemiptera",1,2018-01-17,2018-01-20,3,"hmptr"
"829","Saipan_ForbiA_L1","saipan","forbia","L1","w","b","formicidae",1,2018-01-17,2018-01-20,3,"frmcd"
"830","Saipan_ForbiA_L1","saipan","forbia","L1","w","b","apoidea",1,2018-01-17,2018-01-20,3,"apoid"
"831","Saipan_ForbiA_L1","saipan","forbia","L1","w","b","crabronidae",1,2018-01-17,2018-01-20,3,"crbrn"
"832","Saipan_ForbiA_L1","saipan","forbia","L1","w","b","lepidoptera",1,2018-01-17,2018-01-20,3,"lpdpt"
"833","Saipan_ForbiA_L1","saipan","forbia","L1","r","y","diptera",1,2018-01-17,2018-01-20,3,"diptr"
"834","Saipan_ForbiA_L1","saipan","forbia","L1","r","y","hemiptera",1,2018-01-17,2018-01-20,3,"hmptr"
"835","Saipan_ForbiA_L1","saipan","forbia","L1","y","w","lepidoptera",1,2018-01-17,2018-01-20,3,"lpdpt"
"836","Saipan_ForbiA_L1","saipan","forbia","L1","r","b","formicidae",1,2018-01-17,2018-01-20,3,"frmcd"
"837","Saipan_ForbiA_L2","saipan","forbia","L2","y","b","diptera",1,2018-01-17,2018-01-20,3,"diptr"
"838","Saipan_ForbiA_L2","saipan","forbia","L2","y","b","crabronidae",1,2018-01-17,2018-01-20,3,"crbrn"
"839","Saipan_ForbiA_L2","saipan","forbia","L2","y","b","lepidoptera",1,2018-01-17,2018-01-20,3,"lpdpt"
"840","Saipan_ForbiA_L2","saipan","forbia","L2","y","y","crabronidae",1,2018-01-17,2018-01-20,3,"crbrn"
"841","Saipan_ForbiA_L2","saipan","forbia","L2","y","w","crabronidae",1,2018-01-17,2018-01-20,3,"crbrn"
"842","Saipan_ForbiA_L2","saipan","forbia","L2","b","y","coleoptera",1,2018-01-17,2018-01-20,3,"clptr"
"843","Saipan_ForbiA_L2","saipan","forbia","L2","b","y","apoidea",1,2018-01-17,2018-01-20,3,"apoid"
"844","Saipan_ForbiA_L2","saipan","forbia","L2","b","y","crabronidae",1,2018-01-17,2018-01-20,3,"crbrn"
"845","Saipan_ForbiA_L2","saipan","forbia","L2","b","b","coleoptera",1,2018-01-17,2018-01-20,3,"clptr"
"846","Saipan_ForbiA_L2","saipan","forbia","L2","b","b","formicidae",1,2018-01-17,2018-01-20,3,"frmcd"
"847","Saipan_ForbiA_L2","saipan","forbia","L2","b","w","apoidea",1,2018-01-17,2018-01-20,3,"apoid"
"848","Saipan_ForbiA_L2","saipan","forbia","L2","b","r","hemiptera",1,2018-01-17,2018-01-20,3,"hmptr"
"849","Saipan_ForbiA_L2","saipan","forbia","L2","b","r","formicidae",1,2018-01-17,2018-01-20,3,"frmcd"
"850","Saipan_ForbiA_L2","saipan","forbia","L2","b","r","crabronidae",1,2018-01-17,2018-01-20,3,"crbrn"
"851","Saipan_ForbiA_L2","saipan","forbia","L2","w","y","araneae",1,2018-01-17,2018-01-20,3,"arane"
"852","Saipan_ForbiA_L2","saipan","forbia","L2","w","y","trichoptera",1,2018-01-17,2018-01-20,3,"trchp"
"853","Saipan_ForbiA_L2","saipan","forbia","L2","w","b","diptera",1,2018-01-17,2018-01-20,3,"diptr"
"854","Saipan_ForbiA_L2","saipan","forbia","L2","w","b","hemiptera",1,2018-01-17,2018-01-20,3,"hmptr"
"855","Saipan_ForbiA_L2","saipan","forbia","L2","w","b","formicidae",1,2018-01-17,2018-01-20,3,"frmcd"
"856","Saipan_ForbiA_L2","saipan","forbia","L2","w","b","araneae",1,2018-01-17,2018-01-20,3,"arane"
"857","Saipan_ForbiA_L2","saipan","forbia","L2","w","w","formicidae",1,2018-01-17,2018-01-20,3,"frmcd"
"858","Saipan_ForbiA_L2","saipan","forbia","L2","w","r","diptera",1,2018-01-17,2018-01-20,3,"diptr"
"859","Saipan_ForbiA_L2","saipan","forbia","L2","w","r","coleoptera",1,2018-01-17,2018-01-20,3,"clptr"
"860","Saipan_ForbiA_L2","saipan","forbia","L2","w","r","formicidae",1,2018-01-17,2018-01-20,3,"frmcd"
"861","Saipan_ForbiA_L2","saipan","forbia","L2","r","y","hemiptera",1,2018-01-17,2018-01-20,3,"hmptr"
"862","Saipan_ForbiA_L2","saipan","forbia","L2","r","y","coleoptera",1,2018-01-17,2018-01-20,3,"clptr"
"863","Saipan_ForbiA_L2","saipan","forbia","L2","r","y","apoidea",1,2018-01-17,2018-01-20,3,"apoid"
"864","Saipan_ForbiA_L2","saipan","forbia","L2","r","w","formicidae",1,2018-01-17,2018-01-20,3,"frmcd"
"865","Saipan_ForbiA_L2","saipan","forbia","L2","r","r","coleoptera",1,2018-01-17,2018-01-20,3,"clptr"
"866","Saipan_ForbiA_L3","saipan","forbia","L3","r","w","hemiptera",1,2018-01-17,2018-01-20,3,"hmptr"
"867","Saipan_ForbiA_L3","saipan","forbia","L3","r","w","blattodea",1,2018-01-17,2018-01-20,3,"blttd"
"868","Saipan_ForbiA_L3","saipan","forbia","L3","r","r","hemiptera",1,2018-01-17,2018-01-20,3,"hmptr"
"869","Saipan_ForbiA_L3","saipan","forbia","L3","r","r","crabronidae",1,2018-01-17,2018-01-20,3,"crbrn"
"870","Saipan_ForbiA_L3","saipan","forbia","L3","w","y","diptera",1,2018-01-17,2018-01-20,3,"diptr"
