"","uniqueid","island","site","transect","top_color","bowl_color","order","count","date traps out","date traps coll"
"1529","Guam_Racetrack_L2","Guam","Racetrack","L2","y","y","blattodea",0,2018-01-12,2018-01-15
"1530","Guam_Racetrack_L2","Guam","Racetrack","L2","y","y","araneae",1,2018-01-12,2018-01-15
"1531","Guam_Racetrack_L2","Guam","Racetrack","L2","y","y","isoptera",2,2018-01-12,2018-01-15
"1532","Guam_Racetrack_L2","Guam","Racetrack","L2","y","y","partial",0,2018-01-12,2018-01-15
"1533","Guam_Racetrack_L2","Guam","Racetrack","L2","y","y","trichoptera",0,2018-01-12,2018-01-15
"1534","Guam_Racetrack_L2","Guam","Racetrack","L2","y","y","other",0,2018-01-12,2018-01-15
"1535","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","diptera",4,2018-01-12,2018-01-15
"1536","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","hemiptera",0,2018-01-12,2018-01-15
"1537","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","coleoptera",0,2018-01-12,2018-01-15
"1538","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","formicidae",6,2018-01-12,2018-01-15
"1539","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","apoidea",0,2018-01-12,2018-01-15
"1540","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","crabronidae",1,2018-01-12,2018-01-15
"1541","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","lepidoptera",2,2018-01-12,2018-01-15
"1542","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","blattodea",0,2018-01-12,2018-01-15
"1543","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","araneae",1,2018-01-12,2018-01-15
"1544","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","isoptera",1,2018-01-12,2018-01-15
"1545","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","partial",0,2018-01-12,2018-01-15
"1546","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","trichoptera",0,2018-01-12,2018-01-15
"1547","Guam_Racetrack_L2","Guam","Racetrack","L2","y","r","other",0,2018-01-12,2018-01-15
"1548","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","diptera",4,2018-01-12,2018-01-15
"1549","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","hemiptera",0,2018-01-12,2018-01-15
"1550","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","coleoptera",1,2018-01-12,2018-01-15
"1551","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","formicidae",2,2018-01-12,2018-01-15
"1552","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","apoidea",0,2018-01-12,2018-01-15
"1553","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","crabronidae",1,2018-01-12,2018-01-15
"1554","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","lepidoptera",0,2018-01-12,2018-01-15
"1555","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","blattodea",0,2018-01-12,2018-01-15
"1556","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","araneae",0,2018-01-12,2018-01-15
"1557","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","isoptera",0,2018-01-12,2018-01-15
"1558","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","partial",0,2018-01-12,2018-01-15
"1559","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","trichoptera",0,2018-01-12,2018-01-15
"1560","Guam_Racetrack_L2","Guam","Racetrack","L2","y","w","other",0,2018-01-12,2018-01-15
"1561","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","diptera",2,2018-01-12,2018-01-15
"1562","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","hemiptera",0,2018-01-12,2018-01-15
"1563","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","coleoptera",0,2018-01-12,2018-01-15
"1564","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","formicidae",2,2018-01-12,2018-01-15
"1565","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","apoidea",0,2018-01-12,2018-01-15
"1566","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","crabronidae",1,2018-01-12,2018-01-15
"1567","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","lepidoptera",2,2018-01-12,2018-01-15
"1568","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","blattodea",0,2018-01-12,2018-01-15
"1569","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","araneae",0,2018-01-12,2018-01-15
"1570","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","isoptera",0,2018-01-12,2018-01-15
"1571","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","partial",0,2018-01-12,2018-01-15
"1572","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","trichoptera",0,2018-01-12,2018-01-15
"1573","Guam_Racetrack_L2","Guam","Racetrack","L2","y","b","other",0,2018-01-12,2018-01-15
"1574","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","diptera",4,2018-01-12,2018-01-15
"1575","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","hemiptera",0,2018-01-12,2018-01-15
"1576","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","coleoptera",0,2018-01-12,2018-01-15
"1577","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","formicidae",0,2018-01-12,2018-01-15
"1578","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","apoidea",0,2018-01-12,2018-01-15
"1579","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","crabronidae",1,2018-01-12,2018-01-15
"1580","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","lepidoptera",1,2018-01-12,2018-01-15
"1581","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","blattodea",0,2018-01-12,2018-01-15
"1582","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","araneae",0,2018-01-12,2018-01-15
"1583","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","isoptera",0,2018-01-12,2018-01-15
"1584","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","partial",0,2018-01-12,2018-01-15
"1585","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","trichoptera",0,2018-01-12,2018-01-15
"1586","Guam_Racetrack_L2","Guam","Racetrack","L2","w","r","other",0,2018-01-12,2018-01-15
"1587","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","diptera",7,2018-01-12,2018-01-15
"1588","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","hemiptera",0,2018-01-12,2018-01-15
"1589","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","coleoptera",0,2018-01-12,2018-01-15
"1590","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","formicidae",4,2018-01-12,2018-01-15
"1591","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","apoidea",0,2018-01-12,2018-01-15
"1592","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","crabronidae",1,2018-01-12,2018-01-15
"1593","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","lepidoptera",0,2018-01-12,2018-01-15
"1594","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","blattodea",0,2018-01-12,2018-01-15
"1595","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","araneae",0,2018-01-12,2018-01-15
"1596","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","isoptera",0,2018-01-12,2018-01-15
"1597","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","partial",0,2018-01-12,2018-01-15
"1598","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","trichoptera",0,2018-01-12,2018-01-15
"1599","Guam_Racetrack_L2","Guam","Racetrack","L2","w","w","other",0,2018-01-12,2018-01-15
"1600","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","diptera",0,2018-01-12,2018-01-15
"1601","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","hemiptera",0,2018-01-12,2018-01-15
"1602","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","coleoptera",0,2018-01-12,2018-01-15
"1603","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","formicidae",2,2018-01-12,2018-01-15
"1604","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","apoidea",0,2018-01-12,2018-01-15
"1605","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","crabronidae",0,2018-01-12,2018-01-15
"1606","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","lepidoptera",1,2018-01-12,2018-01-15
"1607","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","blattodea",0,2018-01-12,2018-01-15
"1608","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","araneae",1,2018-01-12,2018-01-15
"1609","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","isoptera",0,2018-01-12,2018-01-15
"1610","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","partial",0,2018-01-12,2018-01-15
"1611","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","trichoptera",0,2018-01-12,2018-01-15
"1612","Guam_Racetrack_L2","Guam","Racetrack","L2","w","b","other",0,2018-01-12,2018-01-15
"1613","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","diptera",6,2018-01-12,2018-01-15
"1614","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","hemiptera",0,2018-01-12,2018-01-15
"1615","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","coleoptera",1,2018-01-12,2018-01-15
"1616","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","formicidae",2,2018-01-12,2018-01-15
"1617","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","apoidea",1,2018-01-12,2018-01-15
"1618","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","crabronidae",1,2018-01-12,2018-01-15
"1619","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","lepidoptera",5,2018-01-12,2018-01-15
"1620","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","blattodea",0,2018-01-12,2018-01-15
"1621","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","araneae",1,2018-01-12,2018-01-15
"1622","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","isoptera",0,2018-01-12,2018-01-15
"1623","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","partial",0,2018-01-12,2018-01-15
"1624","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","trichoptera",0,2018-01-12,2018-01-15
"1625","Guam_Racetrack_L2","Guam","Racetrack","L2","w","y","other",0,2018-01-12,2018-01-15
"1626","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","diptera",1,2018-01-12,2018-01-15
"1627","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","hemiptera",0,2018-01-12,2018-01-15
"1628","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","coleoptera",0,2018-01-12,2018-01-15
"1629","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","formicidae",0,2018-01-12,2018-01-15
"1630","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","apoidea",0,2018-01-12,2018-01-15
"1631","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","crabronidae",0,2018-01-12,2018-01-15
"1632","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","lepidoptera",1,2018-01-12,2018-01-15
"1633","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","blattodea",0,2018-01-12,2018-01-15
"1634","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","araneae",0,2018-01-12,2018-01-15
"1635","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","isoptera",0,2018-01-12,2018-01-15
"1636","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","partial",0,2018-01-12,2018-01-15
"1637","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","trichoptera",0,2018-01-12,2018-01-15
"1638","Guam_Racetrack_L2","Guam","Racetrack","L2","r","y","other",0,2018-01-12,2018-01-15
"1639","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","diptera",2,2018-01-12,2018-01-15
"1640","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","hemiptera",0,2018-01-12,2018-01-15
"1641","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","coleoptera",0,2018-01-12,2018-01-15
"1642","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","formicidae",0,2018-01-12,2018-01-15
"1643","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","apoidea",0,2018-01-12,2018-01-15
"1644","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","crabronidae",0,2018-01-12,2018-01-15
"1645","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","lepidoptera",1,2018-01-12,2018-01-15
"1646","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","blattodea",0,2018-01-12,2018-01-15
"1647","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","araneae",0,2018-01-12,2018-01-15
"1648","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","isoptera",0,2018-01-12,2018-01-15
"1649","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","partial",0,2018-01-12,2018-01-15
"1650","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","trichoptera",0,2018-01-12,2018-01-15
"1651","Guam_Racetrack_L2","Guam","Racetrack","L2","r","b","other",0,2018-01-12,2018-01-15
"1652","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","diptera",0,2018-01-12,2018-01-15
"1653","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","hemiptera",0,2018-01-12,2018-01-15
"1654","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","coleoptera",0,2018-01-12,2018-01-15
"1655","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","formicidae",0,2018-01-12,2018-01-15
"1656","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","apoidea",0,2018-01-12,2018-01-15
"1657","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","crabronidae",0,2018-01-12,2018-01-15
"1658","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","lepidoptera",0,2018-01-12,2018-01-15
"1659","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","blattodea",0,2018-01-12,2018-01-15
"1660","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","araneae",0,2018-01-12,2018-01-15
"1661","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","isoptera",0,2018-01-12,2018-01-15
"1662","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","partial",0,2018-01-12,2018-01-15
"1663","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","trichoptera",0,2018-01-12,2018-01-15
"1664","Guam_Racetrack_L2","Guam","Racetrack","L2","r","r","other",0,2018-01-12,2018-01-15
"1665","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","diptera",0,2018-01-12,2018-01-15
"1666","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","hemiptera",0,2018-01-12,2018-01-15
"1667","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","coleoptera",0,2018-01-12,2018-01-15
"1668","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","formicidae",1,2018-01-12,2018-01-15
"1669","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","apoidea",0,2018-01-12,2018-01-15
"1670","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","crabronidae",0,2018-01-12,2018-01-15
"1671","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","lepidoptera",0,2018-01-12,2018-01-15
"1672","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","blattodea",0,2018-01-12,2018-01-15
"1673","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","araneae",0,2018-01-12,2018-01-15
"1674","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","isoptera",0,2018-01-12,2018-01-15
"1675","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","partial",0,2018-01-12,2018-01-15
"1676","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","trichoptera",0,2018-01-12,2018-01-15
"1677","Guam_Racetrack_L3","Guam","Racetrack","L3","r","r","other",0,2018-01-12,2018-01-15
"1678","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","diptera",0,2018-01-12,2018-01-15
"1679","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","hemiptera",0,2018-01-12,2018-01-15
"1680","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","coleoptera",0,2018-01-12,2018-01-15
"1681","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","formicidae",2,2018-01-12,2018-01-15
"1682","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","apoidea",0,2018-01-12,2018-01-15
"1683","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","crabronidae",1,2018-01-12,2018-01-15
"1684","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","lepidoptera",0,2018-01-12,2018-01-15
"1685","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","blattodea",0,2018-01-12,2018-01-15
"1686","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","araneae",0,2018-01-12,2018-01-15
"1687","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","isoptera",1,2018-01-12,2018-01-15
"1688","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","partial",0,2018-01-12,2018-01-15
"1689","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","trichoptera",0,2018-01-12,2018-01-15
"1690","Guam_Racetrack_L3","Guam","Racetrack","L3","r","y","other",0,2018-01-12,2018-01-15
"1691","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","diptera",0,2018-01-12,2018-01-15
"1692","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","hemiptera",0,2018-01-12,2018-01-15
"1693","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","coleoptera",0,2018-01-12,2018-01-15
"1694","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","formicidae",1,2018-01-12,2018-01-15
"1695","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","apoidea",0,2018-01-12,2018-01-15
"1696","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","crabronidae",0,2018-01-12,2018-01-15
"1697","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","lepidoptera",0,2018-01-12,2018-01-15
"1698","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","blattodea",0,2018-01-12,2018-01-15
"1699","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","araneae",0,2018-01-12,2018-01-15
"1700","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","isoptera",0,2018-01-12,2018-01-15
"1701","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","partial",0,2018-01-12,2018-01-15
"1702","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","trichoptera",0,2018-01-12,2018-01-15
"1703","Guam_Racetrack_L3","Guam","Racetrack","L3","y","r","other",0,2018-01-12,2018-01-15
"1704","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","diptera",0,2018-01-12,2018-01-15
"1705","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","hemiptera",0,2018-01-12,2018-01-15
"1706","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","coleoptera",0,2018-01-12,2018-01-15
"1707","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","formicidae",1,2018-01-12,2018-01-15
"1708","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","apoidea",0,2018-01-12,2018-01-15
"1709","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","crabronidae",2,2018-01-12,2018-01-15
"1710","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","lepidoptera",0,2018-01-12,2018-01-15
"1711","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","blattodea",0,2018-01-12,2018-01-15
"1712","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","araneae",0,2018-01-12,2018-01-15
"1713","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","isoptera",0,2018-01-12,2018-01-15
"1714","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","partial",0,2018-01-12,2018-01-15
"1715","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","trichoptera",0,2018-01-12,2018-01-15
"1716","Guam_Racetrack_L3","Guam","Racetrack","L3","y","w","other",0,2018-01-12,2018-01-15
"1717","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","diptera",0,2018-01-12,2018-01-15
"1718","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","hemiptera",0,2018-01-12,2018-01-15
"1719","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","coleoptera",0,2018-01-12,2018-01-15
"1720","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","formicidae",0,2018-01-12,2018-01-15
"1721","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","apoidea",0,2018-01-12,2018-01-15
"1722","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","crabronidae",0,2018-01-12,2018-01-15
"1723","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","lepidoptera",1,2018-01-12,2018-01-15
"1724","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","blattodea",0,2018-01-12,2018-01-15
"1725","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","araneae",0,2018-01-12,2018-01-15
"1726","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","isoptera",0,2018-01-12,2018-01-15
"1727","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","partial",0,2018-01-12,2018-01-15
"1728","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","trichoptera",0,2018-01-12,2018-01-15
"1729","Guam_Racetrack_L3","Guam","Racetrack","L3","y","b","other",0,2018-01-12,2018-01-15
"1730","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","diptera",0,2018-01-12,2018-01-15
"1731","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","hemiptera",0,2018-01-12,2018-01-15
"1732","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","coleoptera",0,2018-01-12,2018-01-15
"1733","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","formicidae",4,2018-01-12,2018-01-15
"1734","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","apoidea",5,2018-01-12,2018-01-15
"1735","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","crabronidae",0,2018-01-12,2018-01-15
"1736","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","lepidoptera",0,2018-01-12,2018-01-15
"1737","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","blattodea",0,2018-01-12,2018-01-15
"1738","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","araneae",0,2018-01-12,2018-01-15
"1739","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","isoptera",0,2018-01-12,2018-01-15
"1740","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","partial",0,2018-01-12,2018-01-15
"1741","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","trichoptera",0,2018-01-12,2018-01-15
"1742","Guam_Racetrack_L3","Guam","Racetrack","L3","y","y","other",1,2018-01-12,2018-01-15
"1743","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","diptera",0,2018-01-12,2018-01-15
"1744","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","hemiptera",0,2018-01-12,2018-01-15
"1745","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","coleoptera",0,2018-01-12,2018-01-15
"1746","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","formicidae",1,2018-01-12,2018-01-15
"1747","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","apoidea",0,2018-01-12,2018-01-15
"1748","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","crabronidae",0,2018-01-12,2018-01-15
"1749","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","lepidoptera",0,2018-01-12,2018-01-15
"1750","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","blattodea",0,2018-01-12,2018-01-15
"1751","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","araneae",0,2018-01-12,2018-01-15
"1752","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","isoptera",0,2018-01-12,2018-01-15
"1753","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","partial",0,2018-01-12,2018-01-15
"1754","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","trichoptera",0,2018-01-12,2018-01-15
"1755","Guam_Racetrack_L3","Guam","Racetrack","L3","w","b","other",0,2018-01-12,2018-01-15
"1756","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","diptera",3,2018-01-12,2018-01-15
"1757","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","hemiptera",0,2018-01-12,2018-01-15
"1758","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","coleoptera",0,2018-01-12,2018-01-15
"1759","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","formicidae",0,2018-01-12,2018-01-15
"1760","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","apoidea",0,2018-01-12,2018-01-15
"1761","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","crabronidae",2,2018-01-12,2018-01-15
"1762","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","lepidoptera",0,2018-01-12,2018-01-15
"1763","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","blattodea",0,2018-01-12,2018-01-15
"1764","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","araneae",0,2018-01-12,2018-01-15
"1765","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","isoptera",0,2018-01-12,2018-01-15
"1766","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","partial",0,2018-01-12,2018-01-15
"1767","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","trichoptera",1,2018-01-12,2018-01-15
"1768","Guam_Racetrack_L3","Guam","Racetrack","L3","w","y","other",0,2018-01-12,2018-01-15
"1769","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","diptera",1,2018-01-12,2018-01-15
"1770","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","hemiptera",0,2018-01-12,2018-01-15
"1771","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","coleoptera",0,2018-01-12,2018-01-15
"1772","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","formicidae",1,2018-01-12,2018-01-15
"1773","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","apoidea",0,2018-01-12,2018-01-15
"1774","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","crabronidae",1,2018-01-12,2018-01-15
"1775","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","lepidoptera",1,2018-01-12,2018-01-15
"1776","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","blattodea",0,2018-01-12,2018-01-15
"1777","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","araneae",2,2018-01-12,2018-01-15
"1778","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","isoptera",0,2018-01-12,2018-01-15
"1779","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","partial",0,2018-01-12,2018-01-15
"1780","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","trichoptera",0,2018-01-12,2018-01-15
"1781","Guam_Racetrack_L3","Guam","Racetrack","L3","b","b","other",0,2018-01-12,2018-01-15
"1782","Guam_Racetrack_L3","Guam","Racetrack","L3","b","r","diptera",0,2018-01-12,2018-01-15
